bus appr real min1 max1 min2 max2 1.00000000e+00 9.80206851e-01 9.76597912e-01 9.44353996e-01 1.01605971e+00 9.49785359e-01 1.01062834e+00
 4.10000000e+01 9.29371586e-01 9.16578617e-01 7.20976868e-01 1.13776630e+00 8.13921034e-01 1.04482214e+00
 4.20000000e+01 9.28592880e-01 9.15688163e-01 6.97790128e-01 1.15939563e+00 8.10385535e-01 1.04680022e+00
 4.30000000e+01 9.27879485e-01 9.14872071e-01 6.72427895e-01 1.18333108e+00 8.07046714e-01 1.04871226e+00
 4.40000000e+01 9.27568312e-01 9.14515928e-01 6.54190294e-01 1.20094633e+00 8.05204719e-01 1.04993190e+00
 4.50000000e+01 9.27257215e-01 9.14159771e-01 6.26989557e-01 1.22752487e+00 8.03254437e-01 1.05125999e+00
 4.60000000e+01 9.27075778e-01 9.13952013e-01 5.95436871e-01 1.25871468e+00 8.02031034e-01 1.05212052e+00
 4.70000000e+01 9.26300682e-01 9.13036457e-01 7.11183553e-01 1.14141781e+00 8.07658472e-01 1.04494289e+00
 4.80000000e+01 9.23919376e-01 9.10294020e-01 6.86394214e-01 1.16144454e+00 8.00882155e-01 1.04695660e+00
 4.90000000e+01 9.21605553e-01 9.07628928e-01 6.61672356e-01 1.18153875e+00 7.94485178e-01 1.04872593e+00
 5.00000000e+01 9.19911307e-01 9.05677975e-01 6.42051683e-01 1.19777093e+00 7.89846747e-01 1.04997587e+00
 5.10000000e+01 9.17924357e-01 9.03390856e-01 6.17656699e-01 1.21819202e+00 7.84640087e-01 1.05120863e+00
 5.20000000e+01 9.17423093e-01 9.02814992e-01 6.03710614e-01 1.23113557e+00 7.83734068e-01 1.05111212e+00
 5.30000000e+01 9.17191780e-01 9.02544234e-01 5.94516088e-01 1.23986747e+00 7.81866697e-01 1.05251686e+00
 5.40000000e+01 9.16998541e-01 9.02318755e-01 5.71914814e-01 1.26208227e+00 7.80233691e-01 1.05376339e+00
 5.50000000e+01 9.16934134e-01 9.02243596e-01 5.49442373e-01 1.28442590e+00 7.79407253e-01 1.05446102e+00
