bus appr real min1 max1 min2 max2 1.00000000e+00 9.80206851e-01 9.76597912e-01 9.44353996e-01 1.01605971e+00 9.49785359e-01 1.01062834e+00
 2.00000000e+00 9.66136472e-01 9.59845269e-01 9.03393976e-01 1.02887897e+00 9.13225810e-01 1.01904713e+00
 3.00000000e+00 9.56870601e-01 9.48795847e-01 8.76201678e-01 1.03753952e+00 8.89171519e-01 1.02456968e+00
 4.00000000e+00 9.43538251e-01 9.32829373e-01 8.35979688e-01 1.05109682e+00 8.53936759e-01 1.03313974e+00
 5.00000000e+00 9.32759870e-01 9.19535856e-01 7.89348452e-01 1.07617129e+00 8.22528464e-01 1.04299128e+00
 6.00000000e+00 9.27503506e-01 9.13037259e-01 7.66165660e-01 1.08884135e+00 8.06745826e-01 1.04826119e+00
 7.00000000e+00 9.24292576e-01 9.09059931e-01 7.51750714e-01 1.09683444e+00 7.97019760e-01 1.05156539e+00
 8.00000000e+00 9.24150393e-01 9.08895775e-01 7.26959692e-01 1.12134109e+00 7.95943659e-01 1.05235713e+00
 9.00000000e+00 9.24079307e-01 9.08813697e-01 7.02239769e-01 1.14591885e+00 7.95346360e-01 1.05281225e+00
 1.00000000e+01 9.15520341e-01 8.98171957e-01 7.11607230e-01 1.11943345e+00 7.71172767e-01 1.05986792e+00
 1.10000000e+01 8.97291853e-01 8.75490119e-01 6.26154640e-01 1.16842907e+00 7.15744846e-01 1.07883886e+00
 1.20000000e+01 8.94676575e-01 8.72478126e-01 5.94465697e-01 1.19488745e+00 7.10159514e-01 1.07919364e+00
 1.30000000e+01 8.93037933e-01 8.70590302e-01 5.71629548e-01 1.21444632e+00 7.06660629e-01 1.07941524e+00
 1.40000000e+01 8.90144754e-01 8.67256763e-01 5.24790503e-01 1.25549901e+00 7.00614510e-01 1.07967500e+00
 1.50000000e+01 8.87492972e-01 8.64206360e-01 4.66790022e-01 1.30819592e+00 6.94981251e-01 1.08000469e+00
 1.60000000e+01 8.86834282e-01 8.63440320e-01 4.22789443e-01 1.35087912e+00 6.93023206e-01 1.08064536e+00
 1.70000000e+01 8.90713660e-01 8.67261989e-01 5.88205198e-01 1.19322212e+00 6.94811885e-01 1.08661543e+00
 1.80000000e+01 8.87500039e-01 8.63237299e-01 5.60342740e-01 1.21465734e+00 6.83968617e-01 1.09103146e+00
 1.90000000e+01 8.85468373e-01 8.60692129e-01 5.40384647e-01 1.23055210e+00 6.76581943e-01 1.09435480e+00
 2.00000000e+01 8.84267024e-01 8.59171485e-01 5.03330442e-01 1.26520361e+00 6.69747277e-01 1.09878677e+00
 2.10000000e+01 8.84016920e-01 8.58854694e-01 4.94117124e-01 1.27391672e+00 6.68236053e-01 1.09979779e+00
 2.20000000e+01 8.83904393e-01 8.58712546e-01 4.73837366e-01 1.29397142e+00 6.67634723e-01 1.10017406e+00
 2.30000000e+01 8.83067083e-01 8.57650689e-01 4.50592022e-01 1.31554214e+00 6.63079126e-01 1.10305504e+00
 2.40000000e+01 8.82355287e-01 8.56747901e-01 4.07304961e-01 1.35740561e+00 6.58945216e-01 1.10576536e+00
 2.50000000e+01 8.82168056e-01 8.56510360e-01 3.84709695e-01 1.37962642e+00 6.57484747e-01 1.10685136e+00
 2.60000000e+01 8.82105653e-01 8.56431180e-01 3.62239258e-01 1.40197205e+00 6.56759253e-01 1.10745205e+00
 2.70000000e+01 8.83192011e-01 8.57799446e-01 4.75365789e-01 1.29101823e+00 6.65605654e-01 1.10077837e+00
 2.80000000e+01 8.81843603e-01 8.56084962e-01 4.33682919e-01 1.33000429e+00 6.59124963e-01 1.10456224e+00
 2.90000000e+01 8.81294766e-01 8.55386521e-01 4.08485244e-01 1.35410429e+00 6.55923429e-01 1.10666610e+00
 3.00000000e+01 8.80958128e-01 8.54957961e-01 3.87981375e-01 1.37393488e+00 6.53896176e-01 1.10802008e+00
 3.10000000e+01 8.80733765e-01 8.54672257e-01 3.67589781e-01 1.39387775e+00 6.52505034e-01 1.10896250e+00
 3.20000000e+01 8.80584218e-01 8.54481785e-01 3.40550593e-01 1.42061784e+00 6.51544775e-01 1.10962366e+00
 3.30000000e+01 8.89331002e-01 8.65531379e-01 5.64414507e-01 1.21424750e+00 6.90168261e-01 1.08849374e+00
 3.40000000e+01 8.88916560e-01 8.65013405e-01 5.39351226e-01 1.23848189e+00 6.88121426e-01 1.08971169e+00
 3.50000000e+01 8.88364225e-01 8.64322724e-01 4.89501215e-01 1.28722723e+00 6.85178000e-01 1.09155045e+00
 3.60000000e+01 8.88213639e-01 8.64134380e-01 4.62460989e-01 1.31396629e+00 6.84314393e-01 1.09211288e+00
 3.70000000e+01 8.88326576e-01 8.64273271e-01 5.41002046e-01 1.23565111e+00 6.87684207e-01 1.08896895e+00
 3.80000000e+01 8.87567620e-01 8.63321769e-01 5.15594252e-01 1.25954099e+00 6.85771832e-01 1.08936341e+00
 3.90000000e+01 8.86997200e-01 8.62606238e-01 4.85893388e-01 1.28810101e+00 6.84472299e-01 1.08952210e+00
 4.00000000e+01 9.30462576e-01 9.17825513e-01 7.48957499e-01 1.11196765e+00 8.18635143e-01 1.04229001e+00
