bus real appr 1.00000000e+00 -6.46750590e-01 -6.44364668e-01
 2.00000000e+00 -1.13277319e+00 -1.12576820e+00
 3.00000000e+00 -1.46304458e+00 -1.45150387e+00
 4.00000000e+00 -1.95813296e+00 -1.93768113e+00
 5.00000000e+00 -2.48134787e+00 -2.44795219e+00
 6.00000000e+00 -2.74587569e+00 -2.70470325e+00
 7.00000000e+00 -2.91139090e+00 -2.86493306e+00
 8.00000000e+00 -2.91523747e+00 -2.86864676e+00
 9.00000000e+00 -2.91716101e+00 -2.87050382e+00
 1.00000000e+01 -3.37774290e+00 -3.31465174e+00
 1.10000000e+01 -4.40576112e+00 -4.29697286e+00
 1.20000000e+01 -4.39893368e+00 -4.29725309e+00
 1.30000000e+01 -4.39427537e+00 -4.29710970e+00
 1.40000000e+01 -4.38520026e+00 -4.29614111e+00
 1.50000000e+01 -4.37388630e+00 -4.29269060e+00
 1.60000000e+01 -4.37408170e+00 -4.29442645e+00
 1.70000000e+01 -4.85368697e+00 -4.72103159e+00
 1.80000000e+01 -5.15231627e+00 -5.00256884e+00
 1.90000000e+01 -5.36283073e+00 -5.20040650e+00
 2.00000000e+01 -5.40093972e+00 -5.23602885e+00
 2.10000000e+01 -5.40888746e+00 -5.24345623e+00
 2.20000000e+01 -5.41246488e+00 -5.24679923e+00
 2.30000000e+01 -5.43911520e+00 -5.27169934e+00
 2.40000000e+01 -5.46181342e+00 -5.29290151e+00
 2.50000000e+01 -5.46779055e+00 -5.29848385e+00
 2.60000000e+01 -5.46978329e+00 -5.30034490e+00
 2.70000000e+01 -5.98857650e+00 -5.78300208e+00
 2.80000000e+01 -6.39721879e+00 -6.16085905e+00
 2.90000000e+01 -6.64160008e+00 -6.38585450e+00
 3.00000000e+01 -6.83981464e+00 -6.56781171e+00
 3.10000000e+01 -7.03600326e+00 -6.74744042e+00
 3.20000000e+01 -7.29515934e+00 -6.98401040e+00
 3.30000000e+01 -4.89625377e+00 -4.76109867e+00
 3.40000000e+01 -4.90903999e+00 -4.77313086e+00
 3.50000000e+01 -4.92609988e+00 -4.78918247e+00
 3.60000000e+01 -4.93075489e+00 -4.79356190e+00
 3.70000000e+01 -4.92726356e+00 -4.79027726e+00
 3.80000000e+01 -4.95074391e+00 -4.81236535e+00
 3.90000000e+01 -4.96841928e+00 -4.82898943e+00
 4.00000000e+01 -2.24941300e+00 -2.22391337e+00
 4.10000000e+01 -2.27775277e+00 -2.25154437e+00
 4.20000000e+01 -2.29801796e+00 -2.27130050e+00
 4.30000000e+01 -2.31661087e+00 -2.28942472e+00
 4.40000000e+01 -2.32472909e+00 -2.29733779e+00
 4.50000000e+01 -2.33285032e+00 -2.30525350e+00
 4.60000000e+01 -2.33758910e+00 -2.30987222e+00
 4.70000000e+01 -2.33753771e+00 -2.31073312e+00
 4.80000000e+01 -2.38633713e+00 -2.35890021e+00
 4.90000000e+01 -2.43357200e+00 -2.40553209e+00
 5.00000000e+01 -2.46735746e+00 -2.43893527e+00
 5.10000000e+01 -2.50626403e+00 -2.47744716e+00
 5.20000000e+01 -2.51555566e+00 -2.48667962e+00
 5.30000000e+01 -2.52200163e+00 -2.49293127e+00
 5.40000000e+01 -2.52714028e+00 -2.49792623e+00
 5.50000000e+01 -2.52885343e+00 -2.49959144e+00
